"Geneid" "1.sam" "2.sam" "3.sam" "4.sam" "5.sam" "6.sam" "7.sam" "8.sam" "9.sam" "10.sam" "11.sam" "12.sam" "13.sam" "14.sam" "15.sam" "16.sam" "17.sam" "18.sam" "19.sam" "20.sam" "21.sam" "22.sam" "23.sam" "24.sam"
"Tigger6b" 0 1 10 2 0 4 27 3 0 0 0 5 2 0 0 5 2 20 4 0 4 0 9 3
"X7B_LINE" 0 4 0 2 0 1 0 0 5 8 7 3 9 4 0 0 1 0 4.67 0 0 0 4 0
"Tigger1" 20 19 20 15 13 37 0 24 20 27 10 39 31 2 18 9 21 34 29.33 21 23 18 47.4 37
"MER44B" 93 25 123 145.5 59.5 115 103 83 72 78 35 96 72 45 176 113.5 96.6 159 83.9 76 150.5 38 202.2 74
"BGLII_Mur" 39 6 52.8 73.5 28 75.5 0 21.67 36 66.4 15.67 10 37.33 6 15 70.5 46.5 49 57 23.2 98.5 9 68.5 58.25
"L1ME3" 157 33 167.5 277.67 106 163 501 117 123.5 113.5 54 32 94 47 313 265 233 241 164 182.5 327.5 186 455.33 186
"RLTR13E" 7.2 3.35 14 7.33 7.4 16.6 0 13 14.08 11.1 1 5.6 14.87 9 0 4.2 7.12 19 13.6 12.6 15.7 8.2 16.2 16
"MMERVK9C_I-int" 3.4 6 23.45 13.03 42.2 32.55 0.5 22.53 17.05 36.58 12.6 53.8 14 6.8 26.6 9.45 17.52 68.8 29.38 4.98 28.2 6.67 33.82 30.6
"RLTR9C" 5 1 9 4 0 8.58 0 10 4 1 0 0 1 0 0 1 1.2 0 3 0 7 0 14.2 0
"L1M4c" 30 29 22 12.5 15 41.17 89 46 30.25 74 10 58 41 3 52 20.33 26 84 50 27 32.92 33 89.5 16
"ERVB7_1-LTR_MM" 2 0 0 7.4 5 3 0 7 1 2.6 4 0 8 0 18 2 11.2 7 1 1 5.3 1 2.73 4
"MMETn-int" 5.8 9.4 18.2 10.1 5.2 21.87 0 3.53 14.87 30 17.4 24.87 16.87 0 0 11 12.2 26.4 18.37 29.2 8.25 6.4 29.55 15.47
"(ATGTG)n" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"RLTR20A" 0 0 0 1 0 1.4 0 2 6 8 0 10 3.33 1 0 8.8 1 0 3.5 6 3 3 13.17 1
"U1" 4806.53 44203.99 3951.84 1116.38 7726.49 13060.81 2278.37 19320.21 21245.13 21611.88 9507.56 9106.86 12645.88 8931.5 3418.55 1438.78 6854.56 3017.56 6426 7170.66 5653.05 1316.98 5901.51 2429.96
"L1MEj" 0 0 0 9 2 5 0 1 2 0 0 0 14 1 31 0 0 0 4 0 2 0 7 0
"L4_B_Mam" 91 11 101 187 36 135 447 120 93 201 26 36 49 56 208 233 128 304 156 150 237 50 387 146
"LTRIS3" 1.6 1.5 0 3.4 2.5 1.4 0 0 0.4 0 0 17.6 0.2 0 0 0.6 0.6 2.2 2 6 1.6 0 0.6 2.6
"RLTR17C_Mm" 0 2 0 0 2 5 0 0 0 0 0 3.2 8 0 0 0 3 0 0 0.2 6 0 2 0
"RLTR9E" 0 2 38.5 4.4 0 18.75 42 12.2 11.5 12.2 13 7 11.33 1.33 0 0 16.27 2 18.8 6 10 0 36.4 11
"RMER21B" 31.8 13.5 87.2 143.55 12 115 221 50 72 57 10 44 23 9 44 104 77.1 96 90 86 181.1 58 189.5 77
"RMER17D2" 29.9 3.2 50.3 37.58 18.6 28.27 8.7 18.77 21.4 13.63 6.1 26 23.65 16.6 12.53 31.73 32.72 26.9 23.58 17.23 65.5 29.17 48.32 31.47
"RLTR45" 1 2 0 12.7 7 10.8 0 2.7 6 12 3 9 1 20.5 0 0 25 8 15 26 26 27.6 40 5.8
"MER67D" 0 0 0 0 0 1 0 3 0 0 0 0 2 0 0 0 2 0 1 0 0 6 0 0
"BGLII_B" 2 10.2 43.33 7 0.4 8.4 0 28 8 17 3 7 17.67 2 22 10 15 19 8 9 13 29 26.5 11
"MER110A" 0 1 0 0 0 0 0 4 2 0 0 0 11 0 0 0 4 0 0 6 0 0 0 5
"RLTR10E" 34.2 11 67.8 98.8 36 71.3 45 44.2 30.1 43.7 14.75 2 37 18.5 15 83.4 66.1 35.5 33.77 52 96.4 25 133.55 17.37
"RLTR30D2_MM" 1 4 1 7 0 11 0 14 8 1 1 1 8.5 15 0 5 8.25 0 9 3 8 0 14 1.4
"RLTR30D_MM" 1 0 0 0 2 4 0 4 2 6 3 0 2 3 0 0 4 13 8 0 10 7.4 17 6
"RMER13A1" 23 23 16.45 21 20 26.5 0 25 5.5 42 8 11 22 13 46 2.6 12.17 21 20 7 10 19 37.73 32
"MMERGLN-int" 34 19.93 72.5 22.47 52.3 36 8 38.33 42.02 44.4 13.85 18.6 28.6 6.4 16.5 34.08 36.87 49.33 58.5 31.98 21.93 18.1 77.37 38.13
"UCON7" 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 2 0
"RLTR12E" 16.6 23.2 45 2.5 14.5 18 0 24 14 33 7 17 36 0 0 6 9.67 1 22.5 2 1 7 50 9
"(CGAA)n" 0 0 0 0.53 0 1.33 0 0 0.4 1 0 0 0.2 0 0 1 1.67 0 0.5 0 3.6 0 2 0
"(CGCGG)n" 0 0 0 1 8 2 0 3 0 0 0 0 5 0 0 1 3 0 1 0 4 15 2 0
"MTEb-int" 8.4 18.2 17.7 26.48 13.73 14.1 0 13 11.4 9.5 8.4 11 24.4 0 0 9.73 4.1 25.6 4.1 15 18.4 0.4 41.6 10.7
"RMER16C" 1 2 0 1 16 7 0 6 1 0 2 7 1 0 0 0 3.6 15 6 0 4 0 10 0
"(TAG)n" 0 2.5 0.4 1 5.6 5.08 0 0 1 0 0 0 0 0 0 0 0 0 7 0 0.4 0 3 0
"RLTR13D1" 30.97 16.73 78.82 95.77 63.35 75.72 137.03 48.53 32.53 31.05 16.45 0.87 18.6 19 35.57 91.57 72.57 38.45 48.35 49.4 124.15 42.53 139.55 23.28
"X3_LINE" 0 0 3 3 0 3 0 0 0 0 0 0 2 0 0 0 2.2 6 3 0 0 0 13 2
"(CACAA)n" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 4 0.25 0 1 5.6 0 0 0 0
"ORR1B2-int" 3.6 5 8 13.27 10 18.07 0 25 9.4 26.93 14 5 19 1.4 0 2.4 11.67 11.4 14.13 1 24.93 16 28.5 0
"Looper" 8 4 5 4 9 1.2 0 1 2 1 4 4 2 0 0 4 4 0 0 11 6 0 12 0
"Charlie24" 11 3 6 2 4 9 0 1 5 20 6 19 14 0 0 2 8 0 3 5 4 0 14 12
"RLTRETN_Mm" 4.33 0.83 2.33 7 6.67 11.85 0.67 11.27 11.93 13 3 0.4 5.67 0 4.92 12.07 12.48 0.58 3.33 12.58 26.13 0.33 14.78 10.5
"MT-int" 3.33 0.6 0 1.2 1.67 4.2 0 4 1 6.6 1 0 19 13 9.67 1.2 1 0 7.87 0.8 5.95 19.6 6.7 0.2
"RMER17A-int" 0 6.5 12.5 4.75 4 11 0 9 4 1 0 4 0 0 0 3 14.5 0 1.5 12.5 22 0 9 11.4
"(CTTA)n" 0 0 0 0.25 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.8 0
"RMER6-int" 0 2.33 0 4 0 3 0 2 0 1 1 0 9 0 0 3 2.5 0 5.5 9 1 0 14.75 3
"(CCCCG)n" 12 8.8 45.2 24.1 11.8 28.3 13 23.2 6.4 13.03 3 18.2 6.4 21 4.8 7.2 29 16.4 11 8.6 52.07 32 48.6 6.8
"RLTR9D2" 0 0 3 2.4 0 1.2 2 0 4.25 0 0 0 1 2 0 0 1.25 0 1.5 0 2 1.6 5.7 0
"MurSatRep1" 87.53 80.12 58.3 118.57 200.75 174.5 23 143.67 120.82 204.83 75.03 187.85 201.27 103.08 45.33 82.73 115.72 106.37 120.73 78.95 132.12 82.2 238.53 94.87
"MER129" 0 2 0 2 0 4 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 2 0
"ERVB7_2B-LTR_MM" 0 2.17 0 2 7 3.2 0 7 3 2.33 0 4 5 0 0 0 4.6 0 1.33 3 6 0 7.6 1
"(TTAGGG)n" 3429.42 651.97 9129.26 4820.1 2946.77 8937.43 1647.1 1331.55 2373.9 1483.37 938.6 279.4 1113.7 331.4 2595.37 2220.47 3999.65 4746.5 6906.36 4467.11 7418.75 7741.76 13996.79 5586.3
"MLT1O" 10 3 9.5 3 0 1 0 2 0 6 4 6 2 14 0 3 4 0 5 1 2.5 14 10 4.33
"RLTR47_MM" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0
"(GTATG)n" 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MLT1E1A" 9 3 2 12.5 9 15 95 1 10 5 11 25 25 0 68 0 9 13 12 3 5 1 29.5 1
"Charlie17b" 1 2 0 3 1 0 0 0 3 4 0 0 8 0 0 1 0 1 0 0 0 0 2 0
"(TAATG)n" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MLT1L-int" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Zaphod3" 5 0 0 6.5 1 2 13 0 0 3 0 0 2 0 0 2 2 4 4 0 1 0 22 2
"LTR89" 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 3 0
"RLTR41" 2.33 12 19 13.2 5 13.67 0 10.3 5.33 27 1 14 4 2 0 5.93 15.53 1 11.33 25.67 18.93 0 30.07 2.2
"RLTR13B4" 9.9 1 3.25 1.4 1.2 6.45 0 0.6 4.45 1.4 5 3.1 6 0 6.67 3 4.3 0 1.2 4 0 0 9.4 0
"L1MEh" 0 0 0 5 1 0 0 0 2 0 6 0 3 0 0 0 1 1 2 0 0 0 3 0
"LTR81" 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0.6 0 0 0 0 2 0
"Zaphod" 7 0 3 16.25 11 7 78 7 6 2 0 0 23 0 0 17 5 0 10 0 23 0 10 0
"(CAGT)n" 0 0 0 0 0 3 0 0 0 1 0 0 7 0 0 0 1 0 2 0 0 0 0 0
"MLT1A1-int" 0 0 2 0 0 0 0 3 1 2 2 9 3 0 0 0 1 0 2 0 0 2 4 0
"MER102a" 3 1 0 3 0 8 0 11 4 18 0 0 2 0 0 2 2 5 7 8 7 0 6 5
"MLT-int" 49.2 16.67 52 114.67 44.08 83.17 150 80 83.33 118 22 31 68 7 15 105 105.17 168 67.33 65.33 154.5 43 220 43.67
"Eulor8" 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0.33 0 0 0 0 0 0 0 0 0
"(CACTG)n" 0 0 0 0 0 2 0 1 0.4 1.5 0 0 2 0 0 0 1 0 0 0 2.33 0 1 0
"L1MDb" 0 0 6 1 0 8 0 14 13 1 0 32 4 0 0 5 3 7 4 5 4 0 4 2
"L1ME3Cz" 3 9 32 14 16 19.2 73 18 9 9 8 60 19.33 5 36 1 11 0 17 13 15 0 28 5
"(GGGAA)n" 0 0 0 0 0 1 0 0 0 1 0 0 3 0 0 0 0 0 0 0 0 0 0 0
"HAL1M8" 7 9 17 11 8 8 72 29 19 19 11 8 15 7 0 6 12 29 7 5 12 0 20 13
"LTR81A" 0 0 0 2 0 1 0 2 0 0 0 0 2 10 0 0 0 0 0 0 0 0 0 0
"Kanga1a" 0 0 0 0 6 0 0 0 2 0 0 0 0.4 0 0 0 4 0 2 1 1 0 7 2
"MamGypLTR2c" 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 1 0 3 1 0 0 0 0
"MER125" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"RLTR20D" 0 8 35 2.7 5 4.83 0 6 8 5 7 9.5 3.2 1 0 7 6.2 2 5 4.5 3.92 8 13.9 0
"Tigger12A" 0 0 3 1 4 1 4 0 0 2 0 0 7 0 0 0 0 0 1 0 0 11 0 0
"MMTV-int" 64 88.5 173 66 60 68 44 92 91 134 29 396 151 48 77 54 38 117 148.75 53 74 18 186.25 75
"(CAAAG)n" 0 0 0 0 0 1 0 5 1 0.4 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"MLT2B5" 10 0 0 5.2 20 1 0 1.33 2 4 0 1 7 0 0 3.25 3.5 0 8 1 4 0 6 0.4
"LTR86B2" 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"(CATTG)n" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UCON26" 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 7 3 0 0 0 0 0 0 0
"LTR108e_Mam" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Kanga2_a" 0 6 23 5 15 15 1 20 6.2 20 13 0 12 0 0 4 9 29 7 0 14 7 26.33 12
"MER76" 0.5 3 0 2 7 1 6 0 3 5 1 0 1.5 0 0 2 0 0 3 0 1 0 8 0
"Charlie2a" 0 4 0 1 6 9 0 2 3 18 2 17 14 0 0 2 4.5 8 7 0 13 0 16 0
"MLT1E1" 36 10 8 71.5 25 49 0 40 14 51 2 13 18 25 50 44 49.5 39 33.2 46 69 11 78 39
"LTR103b_Mam" 0 0 8 5 0 0 0 0 3 2 0 0 0 0 0 0 1 8 0 0 0 0 4.5 0
"IAPEY2_LTR" 0 5 17 10.45 0 4 0 0 6.83 14.73 0.8 0 0 37.75 0 0 2.8 0 5.5 0 1.6 0 2.83 7.33
"L1ME3B" 23 8 28 37 12 27.5 0 17 14 20 10 12 7 1 0 29 22 24 29 21 38.2 10 60 1
"MER20B" 17 7 27.5 1 9 13.5 0 4 9 10 5 1 25 7 0 2 11 10 12 13 3 0 29 8
"MERV1_LTR" 7 9 0 0 3 5 0 0 3 7 5 0 2 0 0 4 4 0 8 0 5 8 7 9
"ORR1A1-int" 30.8 19.58 8.13 27.93 17.33 43.8 11.2 46.5 16.68 36.85 6.8 11.3 54.1 3.75 0 19.27 24.9 10.8 44.72 14.55 40 28.8 69.48 17.57
"MamTip2" 2.4 4 26 30.2 41.4 13 37 22 13.4 7 11 1 6 23 62 33 27 38 32 35 19 0 39.4 20
"MER102b" 7 5 5 7.5 8 17 60 16 10.5 18.67 8 14 17.5 0 0 5 7.75 10.5 12 1 18.5 19 12.5 12
"MER102c" 13 1 2 0 15 7 32 0 0 6 2 19 5 0 0 0 4 2 7 10 2 0 11 0
"MT2_Mm" 15.8 9.4 13.5 35.35 20.4 22.5 114.13 27.4 18.9 25 9.5 78.9 33 36.2 26.2 19.35 34.08 52.97 32.6 11.9 37.92 11.75 52.08 13
"LTR80A" 0 0 14 0 0 2 0 1 0 1 0 13 5 0 0 0 0 0 0 0 1 0 0 0
"L1M3f" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 4 0
"MER81" 0 0 0 7 1 5 1 9 10 8 1 1 2 0 0 0 2 15 4 0 3 0 12 10
"(GGAGAA)n" 0.4 0.33 0 0.4 0 0.2 0 0.67 2.25 0.2 0.4 0.2 0 0 0 0 2.7 0.8 0 1.1 0.2 0.6 3.85 1.6
"IAP-d-int" 26.4 7.05 47 17.4 21 22 0 13.8 20.9 30.33 30.6 86.8 44 4 4 0 21.9 30 18.2 37 14.2 0 85.45 17
"MER57E2" 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0
"MER72B" 0 4 0 0 0 0 0 0 2 0 1 0 3 0 0 0 0 0 0 0 0 0 0 0
"RLTR30E_MM" 0.2 2 2.67 6.2 0 1.2 0 13 5 6 5 0 7 1 0 4 4.67 0 1.2 0 2.8 0 1.6 1.6
"RLTR45-int" 29.4 20.4 18 30.07 26.2 43.83 2 19.93 31.47 20.2 17.8 21.25 29 23.8 12.5 18.4 23.18 16 19.85 33 54.47 7.6 39.33 9.7
"L1M" 2 0 1 1 1 4 0 2 3 5 1 0 4 0 1 6 0 0 0 0 1 3.5 8 11
"MER97c" 2 3 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"(TCCTG)n" 0 1 2 3 2 7 0 1 0 2 2 0 1 0 0 0 1 0 2 3 0 0 2 8
"ERVB5_1-I_MM-int" 0 2 6 2 0 6 0 6 0 4.5 0 0 0.67 0 0 0 1 0.6 1 0 1 0 1.25 0
"LTR69" 0 0 0 0 0 1 0 1 0 5 3 0 0 17 0 0 0 6 0 0 0 0 0 0
"MTE2b-int" 4 9 6.5 7 13 14.53 0 12 16.5 12 9 35 18 0 67 22.2 7 0 13.7 15 10 0 35 3
"BGLII_Mus" 46.5 9.2 27 42.2 31 57.2 0 26 16 30 7 3 24.33 7 26 56.67 29 7 31 64 65.8 24 59.67 35.8
"ORR1C2-int" 27.5 11 33 20.88 15.4 20.83 0 11 6.2 24.5 10 92 35.5 2.25 0 18.8 16.83 7 28.9 19 31.9 2 27.73 13.8
"L1ME3G" 3 7.33 29.5 7 23.8 25 0 14 2 17 8 0 20 9 0 8 9 7 23 4 6 1 30.2 9
"ERVB4_1-LTR_MM" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"RLTR13B3" 0.6 6.8 2.25 3 2.8 7.2 0 1 2.2 0 0 10.2 0 0 0 0 3.6 0 2.6 0.4 0 10 3.6 8.6
"Charlie14a" 0 1 0 0 0 2 0 1 1 0 0 0 0 0 0 0 2 0 1 0 0 0 3 0
"LTR10_RN" 124.2 24 201 254.55 62 143.1 131 100 112 83 37.8 40 49 68 65 211.8 170.67 107.4 156.4 260.33 396.7 53 311.6 159.2
"MER90" 0 2 9 0 2 1 0 10 0 20 0 0 6 0 0 0 1.33 0 2 0 0 0 3 0
"LTR104_Mam" 0 8 0 0 0 0 0 0 2 0 0 0 3 0 0 0 0 0 0 0 1 0 0 0
"LTR53" 0 0 1 1 3 2 0 0 0 11 0 3 0 0 0 0 0 10 4 0 0.5 0 0 0
"RLTR12B" 10.2 16 16.8 11 8 21.4 0 22.3 11 47 6 0 8 5 21 5 12.5 0 12.25 5 15.67 16 25.4 8
"LTR87" 5 1 9 0 27 4 0 1 0 1 0 0 2 0 0 0 6 11 4 7 6 0 12 6
"LTR88b" 3 0 2 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0.6 11 0
"(GGATG)n" 0 0 0 1 0 0 0 3 0 0 0 0 0 0 0 0 2 0 1 4 0 0 0.2 0
"IAPEY3C_LTR" 0.6 2 0 1.53 0 2.2 0 1.2 0.8 1.5 0 0 1 0 0 0.2 0 0 3.7 1 1.2 0 2.13 0
"LTR78" 0 1 4 1 4 2 0 5 11.2 0 0 0 0 0 0 3 4 23 10 0 2 0 14 0
"LTR103_Mam" 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 1 0 0 0 0 0
"(TTTTTA)n" 0 0 0 0 5 2 0 0 0 2 0 0 1 5 7 0 3 0 2 0 1 0 1 0
"FordPrefect" 8489.55 26079.1 9597.05 8510.85 18099.6 26543.67 14261 35806.8 25966.67 31064.25 34599.33 15524.25 23800.73 22036 7898 8969.62 15674.77 5948 4435.53 11361.75 8502.27 6940.7 14648.38 7737.25
"RodERV21-int" 38 19.4 31 54 39 59 231 40 40.6 49 6 6.2 36.1 8 67 44 57.25 25 47 40 69.25 43 117.5 32.5
"MER104" 1 1 0 3 5 3 0 1 2 8 1 17 5 3 0 0 4 0 4 0 4 0 4 4
"MERVL-int" 48.48 43.6 151.57 198.97 69.03 119.73 457 80.37 82.1 106.33 7.15 59.67 72.37 37.8 120.67 137.83 151.22 152.72 128.18 173.13 239.23 99.2 205.77 156.1
"MLTR12" 65.27 25.43 68.95 16.83 35.6 53.93 14 14.98 48.57 21.85 11.03 53.33 64.33 10.12 43.75 22.67 76.72 53.92 49.85 37.38 36.03 17.6 102.23 20.4
"MamRep1879" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0
"MLT1E3" 8 21 29 3 12 15 5 16 8 17 12 3 12 8 0 10 5 0 5 13 15 10 20 18
"(CGGA)n" 0 1 2 0 0 0.5 0 0 8 0 0 6 0.9 0 0 0 2 11 1 0 8 0 4.67 0
"RLTR18" 3 7 0 2 2 16 0 6 11 18 0 22 15 0 0 16.5 5 7 13.5 3 24 37 24.25 18
"RLTR11D" 6.4 6 4.2 3 7 8 0 18 3 5 5 13 4 1.5 0 2 4.17 10 8.5 5.8 13 0 4.2 2
"Charlie10" 0 2 0 6 0 10 0 2 4 0 0 43 4 0 0 6 1 0 1 7 9 0 12 0
"(CCCTA)n" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0
"LTRIS_Mus" 21.5 9 31 22.4 4.2 21.18 0 19.25 17 36.5 16.4 52 39.25 7 50 30.4 14.8 0 19 21.9 50.4 15.67 32.23 9
"RLTR12D" 16 9.6 18 7.4 0 11 0 2 10 2 4 26 5 0 0 11 19 43.8 17 4 12 5 22 0
"MER91B" 2 4 0 0 0 5 0 0 2 6 0 0 4 0 0 0 4 0 0 0 7 0 2 0
"IAPLTR2a" 7.5 3 21.8 22.9 7.2 14.1 7.67 8.17 8.37 6.8 1.82 0.2 2.83 2 14.43 9.23 13.43 46.53 21.42 24.45 17.28 4 20.78 2
"X6A_LINE" 0.5 1 19.33 3.42 3 3.33 0 0.33 2 1.33 0.33 8.5 1 1 0 7.92 8 0 2.08 1.08 6.08 0 9.92 8
"(CTTCG)n" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"RLTR51B_Mm" 7 6 30 7 0 10.6 0 12.5 7 1 0 7 6 0 0 4 8.5 61 4 1 9 0 7.5 15.5
"(CAGCC)n" 4 0.8 0 2 0 7.63 0 0.6 3 0 1 0 1 0 7.33 1 5 0 2 0 1.7 6 0.2 0
"(CGTG)n" 7 1 0 8.6 16 5 33 3.2 8 8 0 11 3 0.2 0 4.2 8.5 14 11 9.1 12 0 4 0.4
"(CCGCG)n" 0 1 0 5 0 7 0 0 2 2 4 0 2 0 0 3 3 0 2 3 2 0 2.67 2
"RLTR31A_Mm" 0 0 0 12 1.55 2 0 2 4.5 9 0 14 5.4 0 0 3.8 7 0 1 2 13 0 2.97 5
"(TCCG)n" 6.5 2 0 0.2 0 1.47 0 0 0 8.2 0 0 0.2 0 0 0 1 0 0 0 2 0 4.67 0.8
"RLTR1D2_MM" 0 0.4 7 1 0.6 2.8 0 0 5 1.5 3 0 11 0 0 4 1 0 0 1.2 3 0 6.53 5
"RLTR1F_Mm" 0 1 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0.33 11 5 0 0 0
"7SK" 1180.22 2064.41 2485.21 1280.39 2122.2 1817.9 1746.73 1724.92 1673.22 4823.69 1141.15 1235.79 2537.99 1394.96 1640.04 796.64 1648.7 1693.69 1500.39 1664.47 1296.26 923.99 6101.3 1805.69
"MER57C2" 5 8 8 2 3 7 0 2 4 8 4 0 7 0 0 6 2 3 3 24 0 11 3 0
"LTR28B" 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 1 0 2.2 0 2.2 0
"MRLTR33" 8 1 17 9 4 7.2 0 1.6 12 18 2 1 5 0 0 0 7 0 3 8.4 8.33 2 11 8
"LTR86A2" 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"(CAAG)n" 0 0 0 0 0 0.67 0 0 1.4 0 0 6 0 0 0 0 0 0 0 0 2 0 3 0
"LTR84a" 0 1 0 0 0 2 0 0 0 14 0 0 3 0 0 4 0 0 0 0 0 0 3.5 0
"LTR16D1" 1 0 0 0 0 4 0 0 3 13 0 0 0 0 0 0 0 0 8 4 0 0 4 0
"IAPEY5_LTR" 0.4 0 11 0 0 2.6 0 2 0 0 0 0 0 0 0 0 1 0 0 4 0 0 0 0
"RLTR13F" 3.2 0.5 2 8 0 5.2 0 4 2.8 1 4 0 3 0 0 2 2.5 3 0.5 0.2 7 0.8 7.9 2
"Lx2A" 8.4 5.8 1.2 9.53 28.4 8.92 3.2 6.1 8.12 5.2 4.3 4.25 22.2 2.8 18.2 22 9.47 14.4 19.03 36.83 23.58 13.6 23.52 7.9
"RLTR13C3" 2 4 2.4 2.13 1.4 7.1 0.4 4 0.7 2.8 0.2 0 1.87 0 0 5.75 2 2.6 3.2 0.4 1.78 1 5.7 5.6
"LTR16A2" 0 3 0 2 0 3 0 2 3 0 0 0 6 0 0 0 0 0 3 3 0 0 8 3
"MLTR31C_MM" 0.2 4 4 3 0 2 0 0 2 0 11 0 3 0 0 0 0 11 4 10 4.33 0 4.5 0
"MER94B" 138 25 196 886 216 488 3321 256 202 1115 43 30 149 110 1478 707 747 1899 593 466 970 177 1368 547
"MMVL30-int" 117.8 173.15 342.6 201.33 319.93 324.65 174.33 217.73 361.05 516.6 301.4 256.4 291.5 247.2 78.33 218.5 204.87 371.73 231.2 215.2 218.93 66.1 396.81 196.06
"RLTR20B5_MM" 8.2 0.6 5.5 7.7 10 7.2 6.2 2.9 4.8 5.6 1.7 36 8.7 0 8.6 11.8 5.77 27.5 12.9 16.2 22 3.4 12.5 8.2
"L4_A_Mam" 5 3 0 9 2 10 1.6 0 1 4 3 0 4 0 18 0 4.5 5 12 6 3 0 5 2
"RLTR13B1" 2.6 9.2 11.4 1.67 0 6.03 0 5 5.43 13.4 2 24.3 4 8 17.33 0 12.4 1.4 14.6 8.8 5.8 0 6.2 0
"RLTR24B_MM" 10 1 0 5 0 6 0 10 4 10 0 29 2 0 24 0 5 0 2 2 7.5 0 2 0
"IAPEY3-int" 71.17 10.15 21.1 93.95 25.4 79.72 125.53 98.15 64.25 84.98 12.8 73.87 43.8 0.8 32.8 129.28 72.13 22.8 61.5 138 134.3 57.87 178.1 47
"MamGypLTR1d" 4 4 3 3 6 1 19 0 3 6 2 39 21 0 0 11 3 0 7 8 6 0 14 0
"IAPEy-int" 7.13 0.4 16 9.1 0 12.27 0 4.47 2.5 14.35 2.2 13.33 0.25 2.2 0 4 6 5.6 14.9 5 13.4 0 22.25 0.4
"(CACCAT)n" 2.5 2 4 6 0 3.65 0 22.5 4 2.2 6 0.2 10 0 0 0 6 17 4.4 20.5 5 3.67 9 0
"RLTR16B_MM" 25.2 7.33 27.6 30.3 3 28.6 46 66.2 26.4 8.07 9 7 12.5 0 23 35.5 30.25 31.4 27.2 27.4 50 6 54.55 21.1
"MER44C" 0 0 0 2 0 7 0 9 4 0 1 0 3 0 25 6 6 14 3 11 4 0 8 9
"LTR40A1" 0 0 0 0 0 6 0 2 0 0 0 0 0 0 0 2 1 0 5 1 0 0 1 0
"RLTR12A" 7 2 28.2 9 6 18.23 1 21.2 3 16 17.5 3 29 27 20 3 12.5 23 15.75 2 20.67 8 21.6 0
"LTR50" 4 2 0 4 7 8.67 35 1 9 0 2 7 11 0 0 2 3 0 9 0 7.2 3 12 0
"(CACCT)n" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LTR37B" 0 1 5 0 0 3 0 1 6 1 1 0 3 0 0 0 4 0 2 0 3 0 2 0
"MLTR18A_MM" 5 3 6.2 10 3 22 0 3 6 13 46 24 10 0 23 6.85 4.5 0 2 0 1.83 8 7.5 1
"IAPLTR2b" 22 2 77.8 38.85 10.2 31.3 2 22.33 8.05 15.17 13.68 0.4 13.2 1 44 25.78 42.73 60.97 25.77 10.7 38 17 49.68 11.4
